,Name,Genre
716,Mojave 3,Pop/Rock
717,Sparklehorse,Pop/Rock
718,Cat Power,Pop/Rock
719,Songs: Ohia,Pop/Rock
720,John Denver,Pop/Rock
721,The Archies,Pop/Rock
722,Spice Girls,Pop/Rock
723,Take That,Pop/Rock
724,New Kids on the Block,Pop/Rock
725,Jason Donovan,Pop/Rock
726,Static-X,Pop/Rock
727,Alan Parsons,Pop/Rock
728,Jon Anderson,Pop/Rock
729,Rick Wakeman,Pop/Rock
730,Thee Oh Sees,Pop/Rock
731,Bobby Darin,Pop/Rock
732,The Collins Kids,Pop/Rock
733,Indigo Girls,Pop/Rock
734,The Innocence Mission,Pop/Rock
735,Cowboy Junkies,Pop/Rock
736,Anvil,Pop/Rock
737,Brian May,Pop/Rock
738,Manic Street Preachers,Pop/Rock
739,Rush,Pop/Rock
740,Jim Croce,Pop/Rock
741,Grant Lee Buffalo,Pop/Rock
742,Jeff Buckley,Pop/Rock
743,The Verve,Pop/Rock
744,Feeder,Pop/Rock
745,Crime & the City Solution,Pop/Rock
746,Neil Diamond,Pop/Rock
747,Shawn Colvin,Pop/Rock
748,Living Colour,Pop/Rock
749,Ronnie James Dio,Pop/Rock
750,Ween,Pop/Rock
751,Donovan,Pop/Rock
752,The Blue Nile,Pop/Rock
753,Dio,Pop/Rock
754,John Hiatt,Pop/Rock
755,Echo & the Bunnymen,Pop/Rock
756,Dave Mason,Pop/Rock
757,Teenage Fanclub,Pop/Rock
758,Paul McCartney,Pop/Rock
759,The Lightning Seeds,Pop/Rock
760,James,Pop/Rock
761,Chris Smither,Pop/Rock
762,Graham Parker,Pop/Rock
763,Judee Sill,Pop/Rock
764,Kansas,Pop/Rock
765,Willis Alan Ramsey,Pop/Rock
766,Bay City Rollers,Pop/Rock
767,Heart,Pop/Rock
768,Little Feat,Pop/Rock
769,This Mortal Coil,Pop/Rock
770,Carpenters,Pop/Rock
771,Eddie Money,Pop/Rock
772,Gerry Rafferty,Pop/Rock
773,Cher,Pop/Rock
774,Badly Drawn Boy,Pop/Rock
775,Jeff Lynne,Pop/Rock
776,The Field Mice,Pop/Rock
777,Heaven 17,Pop/Rock
778,The Art of Noise,Pop/Rock
779,Superdrag,Pop/Rock
780,The Muffs,Pop/Rock
781,Anti-Nowhere League,Pop/Rock
782,Johnny Thunders & the Heartbreakers,Pop/Rock
783,REO Speedwagon,Pop/Rock
784,Freedy Johnston,Pop/Rock
785,Delaney & Bonnie,Pop/Rock
786,Meat Loaf,Pop/Rock
787,Pestilence,Pop/Rock
788,Midnight Oil,Pop/Rock
789,Stray Cats,Pop/Rock
790,The Bonzo Dog Band,Pop/Rock
791,Britney Spears,Pop/Rock
792,The Crew Cuts,Pop/Rock
793,David Gates,Pop/Rock
794,Stiff Little Fingers,Pop/Rock
795,The Reverend Horton Heat,Pop/Rock
796,Gene Pitney,Pop/Rock
797,The White Stripes,Pop/Rock
798,Karla Bonoff,Pop/Rock
799,Annihilator,Pop/Rock
800,Paula Abdul,Pop/Rock
801,Patty Griffin,Pop/Rock
802,Frankie Valli,Pop/Rock
803,Rick Springfield,Pop/Rock
804,Mountain,Pop/Rock
805,Hawkwind,Pop/Rock
806,Sheryl Crow,Pop/Rock
807,Sonny Bono,Pop/Rock
808,The McCoys,Pop/Rock
809,CÃ©line Dion,Pop/Rock
810,Lita Ford,Pop/Rock
811,Gwen Stefani,Pop/Rock
812,P!nk,Pop/Rock
813,The Knickerbockers,Pop/Rock
814,Nada Surf,Pop/Rock
815,Steely Dan,Pop/Rock
816,GWAR,Pop/Rock
817,James Gang,Pop/Rock
818,Rob Zombie,Pop/Rock
819,Vanilla Fudge,Pop/Rock
820,ZZ Top,Pop/Rock
821,Billy Joel,Pop/Rock
822,Richard Marx,Pop/Rock
823,The Teardrop Explodes,Pop/Rock
824,Cinderella,Pop/Rock
825,Queens of the Stone Age,Pop/Rock
826,A Certain Ratio,Pop/Rock
827,Filter,Pop/Rock
828,Papa Roach,Pop/Rock
829,Edgar Winter,Pop/Rock
830,Quicksilver Messenger Service,Pop/Rock
831,David Essex,Pop/Rock
832,Slipknot,Pop/Rock
833,Candlebox,Pop/Rock
834,Status Quo,Pop/Rock
835,Carlos Santana,Pop/Rock
836,Liz Phair,Pop/Rock
837,Generation X,Pop/Rock
838,The Rascals,Pop/Rock
839,Redd Kross,Pop/Rock
840,George Martin,Pop/Rock
841,Leslie West,Pop/Rock
842,Brand New,Pop/Rock
843,Quicksand,Pop/Rock
844,The Cramps,Pop/Rock
845,Budgie,Pop/Rock
846,Lesley Gore,Pop/Rock
847,Marianne Faithfull,Pop/Rock
848,Charlie Feathers,Pop/Rock
849,Steve Miller Band,Pop/Rock
850,Loggins & Messina,Pop/Rock
851,Jorma Kaukonen,Pop/Rock
852,Brian Setzer,Pop/Rock
853,Mojo Nixon,Pop/Rock
854,Dave Edmunds,Pop/Rock
855,Sam the Sham & the Pharaohs,Pop/Rock
856,Iron Butterfly,Pop/Rock
857,Boney M.,Pop/Rock
858,Cracker,Pop/Rock
859,Samantha Fox,Pop/Rock
860,Rick Astley,Pop/Rock
861,Saves the Day,Pop/Rock
862,Misfits,Pop/Rock
863,Was (Not Was),Pop/Rock
864,Leif Garrett,Pop/Rock
865,Travis,Pop/Rock
866,Dead Moon,Pop/Rock
867,Crash Test Dummies,Pop/Rock
868,Coldplay,Pop/Rock
869,Mogwai,Pop/Rock
870,D.O.A.,Pop/Rock
871,Howard Jones,Pop/Rock
872,The Cult,Pop/Rock
873,Jay & the Americans,Pop/Rock
874,Olivia Newton-John,Pop/Rock
875,Petula Clark,Pop/Rock
876,Youth of Today,Pop/Rock
877,The Promise Ring,Pop/Rock
878,Jawbox,Pop/Rock
879,Government Issue,Pop/Rock
880,Patty Smyth,Pop/Rock
881,The Gun Club,Pop/Rock
882,The Shadows,Pop/Rock
883,The Champs,Pop/Rock
884,Rick Nielsen,Pop/Rock
885,Blonde Redhead,Pop/Rock
886,John Sebastian,Pop/Rock
887,Television,Pop/Rock
888,Mary Margaret O'Hara,Pop/Rock
889,The Tragically Hip,Pop/Rock
890,The Sundays,Pop/Rock
891,The Toasters,Pop/Rock
892,Paul Anka,Pop/Rock
893,The Suicide Machines,Pop/Rock
894,The Cranberries,Pop/Rock
895,Chumbawamba,Pop/Rock
896,Van der Graaf Generator,Pop/Rock
897,G. Love & Special Sauce,Pop/Rock
898,Ben Folds,Pop/Rock
899,Concrete Blonde,Pop/Rock
900,Ani DiFranco,Pop/Rock
901,UB40,Pop/Rock
902,k.d. lang,Pop/Rock
903,Dead Kennedys,Pop/Rock
904,Agent Orange,Pop/Rock
905,Mick Ronson,Pop/Rock
906,"10,000 Maniacs",Pop/Rock
907,Sublime,Pop/Rock
908,Fear,Pop/Rock
909,Angel Witch,Pop/Rock
910,Celtic Frost,Pop/Rock
911,Discharge,Pop/Rock
912,Steppenwolf,Pop/Rock
913,Jimmy Buffett,Pop/Rock
914,Paul Westerberg,Pop/Rock
915,BoDeans,Pop/Rock
916,Lindsey Buckingham,Pop/Rock
917,The Posies,Pop/Rock
918,Marshall Crenshaw,Pop/Rock
919,The Smithereens,Pop/Rock
920,The Amboy Dukes,Pop/Rock
921,Extreme,Pop/Rock
922,Trey Anastasio,Pop/Rock
923,Molly Hatchet,Pop/Rock
924,The Ventures,Pop/Rock
925,The 13th Floor Elevators,Pop/Rock
926,The Rutles,Pop/Rock
927,Egg,Pop/Rock
928,Testament,Pop/Rock
929,Jack Johnson,Pop/Rock
930,Unwound,Pop/Rock
931,Butthole Surfers,Pop/Rock
932,Oleta Adams,Pop/Rock
933,Exhorder,Pop/Rock
934,The Dickies,Pop/Rock
935,Neurosis,Pop/Rock
936,The Weirdos,Pop/Rock
937,Godhead,Pop/Rock
938,Adam Ant,Pop/Rock
939,Noel Redding,Pop/Rock
940,John Entwistle,Pop/Rock
941,David Johansen,Pop/Rock
942,Nancy Sinatra,Pop/Rock
943,Inspiral Carpets,Pop/Rock
944,Tom Morello,Pop/Rock
945,Jimmie Vaughan,Pop/Rock
946,Circle Jerks,Pop/Rock
947,Girlschool,Pop/Rock
948,Level 42,Pop/Rock
949,Johnny Kidd & the Pirates,Pop/Rock
950,Santo & Johnny,Pop/Rock
951,Willie Nile,Pop/Rock
952,Hellhammer,Pop/Rock
953,Raven,Pop/Rock
954,The Easybeats,Pop/Rock
955,The Mighty Mighty Bosstones,Pop/Rock
956,Garland Jeffreys,Pop/Rock
957,QueensrÃ¿che,Pop/Rock
958,O.A.R.,Pop/Rock
959,Chris Rea,Pop/Rock
960,The Boomtown Rats,Pop/Rock
961,David Sylvian,Pop/Rock
962,Jeff Wayne,Pop/Rock
963,Chris Squire,Pop/Rock
964,Roger Waters,Pop/Rock
965,The Adverts,Pop/Rock
966,Eurythmics,Pop/Rock
967,The Ides of March,Pop/Rock
968,Camille Yarbrough,Pop/Rock
969,Big Audio Dynamite,Pop/Rock
970,The Blues Project,Pop/Rock
971,Tom Jones,Pop/Rock
972,Robert Palmer,Pop/Rock
973,Veruca Salt,Pop/Rock
974,The 5th Dimension,Pop/Rock
975,Spiritualized,Pop/Rock
976,Yazoo,Pop/Rock
977,Jerry Garcia,Pop/Rock
978,The Psychedelic Furs,Pop/Rock
979,Lydia Lunch,Pop/Rock
980,Edie Brickell & New Bohemians,Pop/Rock
981,Skid Row,Pop/Rock
982,The Modern Lovers,Pop/Rock
983,The Searchers,Pop/Rock
984,Billy Lee Riley,Pop/Rock
985,Johnny Burnette,Pop/Rock
986,Bobby Sherman,Pop/Rock
987,Robbie Robertson,Pop/Rock
988,Nick Lowe,Pop/Rock
989,Bachman-Turner Overdrive,Pop/Rock
990,The Sound,Pop/Rock
991,The Youngbloods,Pop/Rock
992,Happy Mondays,Pop/Rock
993,T.S.O.L.,Pop/Rock
994,Tullycraft,Pop/Rock
995,The Mountain Goats,Pop/Rock
996,Mazzy Star,Pop/Rock
997,Devo,Pop/Rock
998,Dexys Midnight Runners,Pop/Rock
999,Lulu,Pop/Rock
1000,King's X,Pop/Rock
1001,The Black Crowes,Pop/Rock
1002,Dream Theater,Pop/Rock
1003,Uriah Heep,Pop/Rock
1004,Justin Timberlake,Pop/Rock
1005,Wendy & Lisa,Pop/Rock
1006,Prefab Sprout,Pop/Rock
1007,Cilla Black,Pop/Rock
1008,*NSYNC,Pop/Rock
1009,Godsmack,Pop/Rock
1010,Soul Asylum,Pop/Rock
1011,Mark Knopfler,Pop/Rock
1012,Tantric,Pop/Rock
1013,Wizzard,Pop/Rock
1014,The Marshall Tucker Band,Pop/Rock
1015,Tesla,Pop/Rock
1016,Every Avenue,Pop/Rock
1017,The Deviants,Pop/Rock
1018,Bow Wow Wow,Pop/Rock
1019,Malcolm McLaren,Pop/Rock
1020,Nelly Furtado,Pop/Rock
1021,Zucchero,Pop/Rock
1022,Nina Hagen,Pop/Rock
1023,Camper Van Beethoven,Pop/Rock
1024,Sixpence None the Richer,Pop/Rock
1025,The Proclaimers,Pop/Rock
1026,Oingo Boingo,Pop/Rock
1027,Jars of Clay,Pop/Rock
1028,Spirit,Pop/Rock
1029,AFI,Pop/Rock
1030,The Get Up Kids,Pop/Rock
1031,Modest Mouse,Pop/Rock
1032,Captain & Tennille,Pop/Rock
1033,Superchunk,Pop/Rock
1034,Eddie & the Hot Rods,Pop/Rock
1035,Polvo,Pop/Rock
1036,Archers of Loaf,Pop/Rock
1037,Magazine,Pop/Rock
1038,Mink DeVille,Pop/Rock
1039,Gene Clark,Pop/Rock
1040,New Riders of the Purple Sage,Pop/Rock
1041,Boyzone,Pop/Rock
1042,Toto,Pop/Rock
1043,Luscious Jackson,Pop/Rock
1044,Eric Carmen,Pop/Rock
1045,Leo Sayer,Pop/Rock
1046,The Electric Prunes,Pop/Rock
1047,Strawberry Alarm Clock,Pop/Rock
1048,Barry Adamson,Pop/Rock
1049,Geggy Tah,Pop/Rock
1050,Blind Faith,Pop/Rock
1051,Seal,Pop/Rock
1052,Gerry & the Pacemakers,Pop/Rock
1053,The Trashmen,Pop/Rock
1054,Cursive,Pop/Rock
1055,Taking Back Sunday,Pop/Rock
1056,Pedro the Lion,Pop/Rock
1057,Glassjaw,Pop/Rock
1058,The Presidents of the United States of America,Pop/Rock
1059,Conflict,Pop/Rock
1060,U.K. Subs,Pop/Rock
1061,Dead Can Dance,Pop/Rock
1062,The Box Tops,Pop/Rock
1063,Rancid,Pop/Rock
1064,Matchbox Twenty,Pop/Rock
1065,Better Than Ezra,Pop/Rock
1066,Sting,Pop/Rock
1067,Sum 41,Pop/Rock
1068,The Cowsills,Pop/Rock
1069,Diamond Head,Pop/Rock
1070,Mercyful Fate,Pop/Rock
1071,The Gentrys,Pop/Rock
1072,Cliff Richard,Pop/Rock
1073,Tsunami Bomb,Pop/Rock
1074,The Rezillos,Pop/Rock
1075,Chapterhouse,Pop/Rock
1076,Good Charlotte,Pop/Rock
1077,John Mayer,Pop/Rock
1078,blink-182,Pop/Rock
1079,The dB's,Pop/Rock
1080,Toad the Wet Sprocket,Pop/Rock
1081,Jimmy Eat World,Pop/Rock
1082,Colin Blunstone,Pop/Rock
1083,Widespread Panic,Pop/Rock
1084,Jerry Garcia Band,Pop/Rock
1085,Cock Sparrer,Pop/Rock
1086,Sea Level,Pop/Rock
1087,Wet Willie,Pop/Rock
1088,Timi Yuro,Pop/Rock
1089,Bonnie Tyler,Pop/Rock
1090,Bowling for Soup,Pop/Rock
1091,Backstreet Boys,Pop/Rock
1092,East 17,Pop/Rock
1093,The Osmonds,Pop/Rock
1094,Focus,Pop/Rock
1095,Donna the Buffalo,Pop/Rock
1096,Ginger Baker,Pop/Rock
1097,Canned Heat,Pop/Rock
1098,Shonen Knife,Pop/Rock
1099,The Vaselines,Pop/Rock
1100,MxPx,Pop/Rock
1101,Refused,Pop/Rock
1102,Jackie DeShannon,Pop/Rock
1103,The Fabulous Thunderbirds,Pop/Rock
1104,Eros Ramazzotti,Pop/Rock
1105,Elvin Bishop,Pop/Rock
1106,Duane Allman,Pop/Rock
1107,Voivod,Pop/Rock
1108,Joe Brown,Pop/Rock
1109,Irene Cara,Pop/Rock
1110,Comus,Pop/Rock
1111,Ian Matthews,Pop/Rock
1112,Ghost,Pop/Rock
1113,Norman Greenbaum,Pop/Rock
1114,moe.,Pop/Rock
1115,Mayhem,Pop/Rock
1116,Neko Case,Pop/Rock
1117,Emperor,Pop/Rock
1118,Bruce Hornsby,Pop/Rock
1119,Norah Jones,Pop/Rock
1120,Josef K,Pop/Rock
1121,Scritti Politti,Pop/Rock
1122,Grandaddy,Pop/Rock
1123,Natalie Merchant,Pop/Rock
1124,Aimee Mann,Pop/Rock
1125,Altered Images,Pop/Rock
1126,Spoon,Pop/Rock
1127,Chris Isaak,Pop/Rock
1128,Peter Frampton,Pop/Rock
1129,Lambchop,Pop/Rock
1130,Interpol,Pop/Rock
1131,Bill Justis,Pop/Rock
1132,Sneaker Pimps,Pop/Rock
1133,Harry Nilsson,Pop/Rock
1134,Al Stewart,Pop/Rock
1135,Brian Wilson,Pop/Rock
1136,Kevin Coyne,Pop/Rock
1137,Dan Hicks & His Hot Licks,Pop/Rock
1138,Harry Chapin,Pop/Rock
1139,Jesse Winchester,Pop/Rock
1140,Crimson Glory,Pop/Rock
1141,Yngwie Malmsteen,Pop/Rock
1142,Cake,Pop/Rock
1143,Rick Derringer,Pop/Rock
1144,Berlin,Pop/Rock
1145,Missing Persons,Pop/Rock
1146,Christina Aguilera,Pop/Rock
1147,Ram Jam,Pop/Rock
1148,W.A.S.P.,Pop/Rock
1149,Derek & the Dominos,Pop/Rock
1150,Rites of Spring,Pop/Rock
1151,Asia,Pop/Rock
1152,Jets to Brazil,Pop/Rock
1153,Helloween,Pop/Rock
1154,Savatage,Pop/Rock
1155,Overkill,Pop/Rock
1156,Christian Death,Pop/Rock
1157,Alien Sex Fiend,Pop/Rock
1158,Basia,Pop/Rock
1159,BoySetsFire,Pop/Rock
1160,The Sugarcubes,Pop/Rock
1161,Melanie,Pop/Rock
1162,Ned's Atomic Dustbin,Pop/Rock
1163,The Monochrome Set,Pop/Rock
1164,The Stranglers,Pop/Rock
1165,Neutral Milk Hotel,Pop/Rock
1166,Robin Guthrie,Pop/Rock
1167,Ben Lee,Pop/Rock
1168,The Call,Pop/Rock
1169,Rare Earth,Pop/Rock
1170,Ratt,Pop/Rock
1171,Sodom,Pop/Rock
1172,Buddy Miles,Pop/Rock
1173,Maria Muldaur,Pop/Rock
1174,Rusted Root,Pop/Rock
1175,Dave Matthews,Pop/Rock
1176,Marc Cohn,Pop/Rock
1177,Art Garfunkel,Pop/Rock
1178,The Angels,Pop/Rock
1179,Simply Red,Pop/Rock
1180,Johnny Hallyday,Pop/Rock
1181,Peter Green,Pop/Rock
1182,Debbie Harry,Pop/Rock
1183,Luna,Pop/Rock
1184,The Beautiful South,Pop/Rock
1185,David Byrne,Pop/Rock
1186,Gary Wilson,Pop/Rock
1187,Huey Lewis & the News,Pop/Rock
1188,Vanessa Paradis,Pop/Rock
1189,Brigitte Bardot,Pop/Rock
1190,Dave Stewart,Pop/Rock
1191,Nazareth,Pop/Rock
1192,Phosphorescent,Pop/Rock
1193,Jim Ford,Pop/Rock
1194,Joe South,Pop/Rock
1195,Frankie Avalon,Pop/Rock
1196,Wilco,Pop/Rock
1197,Lone Justice,Pop/Rock
1198,Connie Francis,Pop/Rock
1199,Charlie Sexton,Pop/Rock
1200,Gary Moore,Pop/Rock
1201,Billy Gibbons,Pop/Rock
1202,Atomic Rooster,Pop/Rock
1203,My Chemical Romance,Pop/Rock
1204,King Diamond,Pop/Rock
1205,Southern Culture on the Skids,Pop/Rock
1206,Elvis Costello & the Attractions,Pop/Rock
1207,Andrew Bird,Pop/Rock
1208,Air Supply,Pop/Rock
1209,Angelic Upstarts,Pop/Rock
1210,All,Pop/Rock
1211,Golden Earring,Pop/Rock
1212,Ringo Starr,Pop/Rock
1213,Eva Cassidy,Pop/Rock
1214,Bad Manners,Pop/Rock
1215,Donny Osmond,Pop/Rock
1216,Tommy Sands,Pop/Rock
1217,Paul Stanley,Pop/Rock
1218,Emitt Rhodes,Pop/Rock
1219,Michael McDonald,Pop/Rock
1220,20/20,Pop/Rock
1221,Bobby Rydell,Pop/Rock
1222,The International Submarine Band,Pop/Rock
1223,Crass,Pop/Rock
1224,Curved Air,Pop/Rock
1225,M. Ward,Pop/Rock
1226,Linkin Park,Pop/Rock
1227,Gavin DeGraw,Pop/Rock
1228,Downset,Pop/Rock
1229,The Exploited,Pop/Rock
1230,Nitzer Ebb,Pop/Rock
1231,The Legendary Pink Dots,Pop/Rock
1232,Peter Sarstedt,Pop/Rock
1233,The Business,Pop/Rock
1234,Country Joe & the Fish,Pop/Rock
1235,Naked Eyes,Pop/Rock
1236,Ryan Adams,Pop/Rock
1237,Atomic Kitten,Pop/Rock
1238,Mandy Moore,Pop/Rock
1239,Patty Duke,Pop/Rock
1240,The Knack,Pop/Rock
1241,Avril Lavigne,Pop/Rock
1242,Debbie Gibson,Pop/Rock
1243,Michelle Branch,Pop/Rock
1244,Alejandro Escovedo,Pop/Rock
1245,Rodriguez,Pop/Rock
1246,Duncan Sheik,Pop/Rock
1247,Pop Will Eat Itself,Pop/Rock
1248,Michael Penn,Pop/Rock
1249,The Strokes,Pop/Rock
1250,The Apples in Stereo,Pop/Rock
1251,Converge,Pop/Rock
1252,Michael Nesmith,Pop/Rock
1253,Keith Relf,Pop/Rock
1254,Richard Ashcroft,Pop/Rock
1255,Paul Collins,Pop/Rock
1256,Danny Thompson,Pop/Rock
1257,Fountains of Wayne,Pop/Rock
1258,Material Issue,Pop/Rock
1259,Live,Pop/Rock
1260,Hilary Duff,Pop/Rock
1261,Damien Jurado,Pop/Rock
1262,Chris Cornell,Pop/Rock
1263,Donavon Frankenreiter,Pop/Rock
1264,Supertramp,Pop/Rock
1265,Utopia,Pop/Rock
1266,Paul Carrack,Pop/Rock
1267,The Godz,Pop/Rock
1268,The Libertines,Pop/Rock
1269,John Cooper Clarke,Pop/Rock
1270,Atlanta Rhythm Section,Pop/Rock
1271,The West Coast Pop Art Experimental Band,Pop/Rock
1272,Bush,Pop/Rock
1273,Fall Out Boy,Pop/Rock
1274,Thursday,Pop/Rock
1275,The Killers,Pop/Rock
1276,Third Eye Blind,Pop/Rock
1277,Adolescents,Pop/Rock
1278,The Radiators,Pop/Rock
1279,Love and Rockets,Pop/Rock
1280,Yeah Yeah Yeahs,Pop/Rock
1281,Le Tigre,Pop/Rock
1282,Low,Pop/Rock
1283,The Jayhawks,Pop/Rock
1284,a-ha,Pop/Rock
1285,The Sea and Cake,Pop/Rock
1286,The Selecter,Pop/Rock
1287,Joan Osborne,Pop/Rock
1288,Kelly Clarkson,Pop/Rock
1289,Trio,Pop/Rock
1290,Foghat,Pop/Rock
1291,Clutch,Pop/Rock
1292,Unsane,Pop/Rock
1293,Savoy Brown,Pop/Rock
1294,Bananarama,Pop/Rock
1295,Texas,Pop/Rock
1296,Ronnie Self,Pop/Rock
1297,Katrina & the Waves,Pop/Rock
1298,Kevin Ayers,Pop/Rock
1299,Dashboard Confessional,Pop/Rock
1300,Jessica Simpson,Pop/Rock
1301,Felt,Pop/Rock
1302,Boy George,Pop/Rock
1303,Cornershop,Pop/Rock
1304,Tiffany,Pop/Rock
1305,Trouble,Pop/Rock
1306,Tindersticks,Pop/Rock
1307,David Crosby,Pop/Rock
1308,Steve Forbert,Pop/Rock
1309,Machine Head,Pop/Rock
1310,Great White,Pop/Rock
1311,Tommy James,Pop/Rock
1312,Lindsay Lohan,Pop/Rock
1313,Collective Soul,Pop/Rock
1314,Cowboy Mouth,Pop/Rock
1315,Ozomatli,Pop/Rock
1316,Ugly Casanova,Pop/Rock
1317,Seven Mary Three,Pop/Rock
1318,Paula Cole,Pop/Rock
1319,Lisa Loeb,Pop/Rock
1320,The The,Pop/Rock
1321,Masters of Reality,Pop/Rock
1322,Garbage,Pop/Rock
1323,Death Cab for Cutie,Pop/Rock
1324,Bobby Vee,Pop/Rock
1325,Blue Rodeo,Pop/Rock
1326,Marvelous 3,Pop/Rock
1327,Belinda Carlisle,Pop/Rock
1328,Psychic TV,Pop/Rock
1329,Dion & the Belmonts,Pop/Rock
1330,Blitz,Pop/Rock
1331,Catherine Wheel,Pop/Rock
1332,Randy Rhoads,Pop/Rock
1333,Leatherface,Pop/Rock
1334,The Gories,Pop/Rock
1335,Black Oak Arkansas,Pop/Rock
1336,The Feelies,Pop/Rock
1337,Tonic,Pop/Rock
1338,Grace Slick,Pop/Rock
1339,The Records,Pop/Rock
1340,Tygers of Pan Tang,Pop/Rock
1341,Five for Fighting,Pop/Rock
1342,Fad Gadget,Pop/Rock
1343,Shriekback,Pop/Rock
1344,Placebo,Pop/Rock
1345,Go West,Pop/Rock
1346,Keith Emerson,Pop/Rock
1347,Exodus,Pop/Rock
1348,Tortoise,Pop/Rock
1349,Adriano Celentano,Pop/Rock
1350,Sleater-Kinney,Pop/Rock
1351,Elf,Pop/Rock
1352,Reel Big Fish,Pop/Rock
1353,Rockpile,Pop/Rock
1354,The Dream Syndicate,Pop/Rock
1355,Shellac,Pop/Rock
1356,The Jesus Lizard,Pop/Rock
1357,Steve Vai,Pop/Rock
1358,John D. Loudermilk,Pop/Rock
1359,Judge,Pop/Rock
1360,The Fixx,Pop/Rock
1361,Night Ranger,Pop/Rock
1362,The Fugitives,Pop/Rock
1363,Finch,Pop/Rock
1364,Simple Plan,Pop/Rock
1365,Lyres,Pop/Rock
1366,UnderÃ¸ath,Pop/Rock
1367,Martin Gore,Pop/Rock
1368,Roxette,Pop/Rock
1369,Sophie B. Hawkins,Pop/Rock
1370,Fastball,Pop/Rock
1371,David Gilmour,Pop/Rock
1372,Lowell George,Pop/Rock
1373,'Til Tuesday,Pop/Rock
1374,The Breeders,Pop/Rock
1375,Madball,Pop/Rock
1376,The Real Kids,Pop/Rock
1377,Pure Prairie League,Pop/Rock
1378,Sugar Ray,Pop/Rock
1379,The Vibrators,Pop/Rock
1380,Chad & Jeremy,Pop/Rock
1381,Poe,Pop/Rock
1382,Stereophonics,Pop/Rock
1383,Mungo Jerry,Pop/Rock
1384,The Walker Brothers,Pop/Rock
1385,Julian Cope,Pop/Rock
1386,P.O.D.,Pop/Rock
1387,Hoobastank,Pop/Rock
1388,The Georgia Satellites,Pop/Rock
1389,Carnivore,Pop/Rock
1390,Samiam,Pop/Rock
1391,Lenny Welch,Pop/Rock
1392,Henry Lee Summer,Pop/Rock
1393,Scandal,Pop/Rock
1394,The Jon Spencer Blues Explosion,Pop/Rock
1395,The Kills,Pop/Rock
1396,Monster Magnet,Pop/Rock
